key,name,fdc_id,data_type,nutrient,local_value,usda_value,unit,delta_pct,flags
"black-gram-urad","Black Gram (Urad Dal)","","","sugars","2","","","","missing_usda"
"black-gram-urad","Black Gram (Urad Dal)","","","addedSugars","0","","","","missing_usda"
"black-gram-urad","Black Gram (Urad Dal)","","","vitaminD","0","","","","missing_usda"
"black-gram-urad","Black Gram (Urad Dal)","","","potassium","","1074","mg","","missing_local"
"green-gram-moong","Green Gram (Moong Dal)","","","calories","347","","","","missing_usda"
"green-gram-moong","Green Gram (Moong Dal)","","","totalFat","1.2","6.274","g","422.83333333333337","large_delta"
"green-gram-moong","Green Gram (Moong Dal)","","","saturatedFat","0.3","","","","missing_usda"
"green-gram-moong","Green Gram (Moong Dal)","","","transFat","0","","","","missing_usda"
"green-gram-moong","Green Gram (Moong Dal)","","","cholesterol","0","","","","missing_usda"
"green-gram-moong","Green Gram (Moong Dal)","","","fiber","16","","","","missing_usda"
"green-gram-moong","Green Gram (Moong Dal)","","","sugars","6.6","","","","missing_usda"
"green-gram-moong","Green Gram (Moong Dal)","","","addedSugars","0","","","","missing_usda"
"green-gram-moong","Green Gram (Moong Dal)","","","vitaminD","0","","","","missing_usda"
"avocado","Avocado","","","calories","160","","","","missing_usda"
"avocado","Avocado","","","saturatedFat","2.1","","","","missing_usda"
"avocado","Avocado","","","transFat","0","","","","missing_usda"
"avocado","Avocado","","","cholesterol","0","","","","missing_usda"
"avocado","Avocado","","","sodium","7","0","mg","-100","large_delta"
"avocado","Avocado","","","fiber","7","","","","missing_usda"
"avocado","Avocado","","","sugars","0.7","","","","missing_usda"
"avocado","Avocado","","","addedSugars","0","","","","missing_usda"
"avocado","Avocado","","","vitaminD","0","","","","missing_usda"
"strawberries","Strawberries","","","calories","32","","","","missing_usda"
"strawberries","Strawberries","","","saturatedFat","0","","","","missing_usda"
"strawberries","Strawberries","","","transFat","0","","","","missing_usda"
"strawberries","Strawberries","","","cholesterol","0","","","","missing_usda"
"strawberries","Strawberries","","","sodium","1","0","mg","-100","large_delta"
"strawberries","Strawberries","","","fiber","2","","","","missing_usda"
"strawberries","Strawberries","","","addedSugars","0","","","","missing_usda"
"strawberries","Strawberries","","","vitaminD","0","","","","missing_usda"
"blueberries","Blueberries","","","calories","57","","","","missing_usda"
"blueberries","Blueberries","","","saturatedFat","0.1","","","","missing_usda"
"blueberries","Blueberries","","","transFat","0","","","","missing_usda"
"blueberries","Blueberries","","","cholesterol","0","","","","missing_usda"
"blueberries","Blueberries","","","sodium","1","0","mg","-100","large_delta"
"blueberries","Blueberries","","","fiber","2.4","","","","missing_usda"
"blueberries","Blueberries","","","addedSugars","0","","","","missing_usda"
"blueberries","Blueberries","","","vitaminD","0","","","","missing_usda"
"blueberries","Blueberries","","","calcium","6","11.69","mg","94.83333333333333","large_delta"
"cranberries-dried","Dried Cranberries (Unsweetened)","","","calories","308","","","","missing_usda"
"cranberries-dried","Dried Cranberries (Unsweetened)","","","totalFat","1.4","","","","missing_usda"
"cranberries-dried","Dried Cranberries (Unsweetened)","","","saturatedFat","0.1","","","","missing_usda"
"cranberries-dried","Dried Cranberries (Unsweetened)","","","transFat","0","","","","missing_usda"
"cranberries-dried","Dried Cranberries (Unsweetened)","","","cholesterol","0","","","","missing_usda"
"cranberries-dried","Dried Cranberries (Unsweetened)","","","totalCarbs","83","","","","missing_usda"
"cranberries-dried","Dried Cranberries (Unsweetened)","","","addedSugars","0","","","","missing_usda"
"cranberries-dried","Dried Cranberries (Unsweetened)","","","protein","0.1","","","","missing_usda"
"cranberries-dried","Dried Cranberries (Unsweetened)","","","vitaminD","0","","","","missing_usda"
"cranberries-dried-sweetened","Dried Cranberries (Sweetened)","","","calories","308","","","","missing_usda"
"cranberries-dried-sweetened","Dried Cranberries (Sweetened)","","","totalFat","1.4","","","","missing_usda"
"cranberries-dried-sweetened","Dried Cranberries (Sweetened)","","","saturatedFat","0.1","","","","missing_usda"
"cranberries-dried-sweetened","Dried Cranberries (Sweetened)","","","transFat","0","","","","missing_usda"
"cranberries-dried-sweetened","Dried Cranberries (Sweetened)","","","cholesterol","0","","","","missing_usda"
"cranberries-dried-sweetened","Dried Cranberries (Sweetened)","","","totalCarbs","83","","","","missing_usda"
"cranberries-dried-sweetened","Dried Cranberries (Sweetened)","","","addedSugars","26","","","","missing_usda"
"cranberries-dried-sweetened","Dried Cranberries (Sweetened)","","","protein","0.1","","","","missing_usda"
"cranberries-dried-sweetened","Dried Cranberries (Sweetened)","","","vitaminD","0","","","","missing_usda"
"blueberries-dried","Dried Blueberries (Unsweetened)","","","calories","317","","","","missing_usda"
"blueberries-dried","Dried Blueberries (Unsweetened)","","","totalFat","2.7","0.3063","g","-88.65555555555554","large_delta"
"blueberries-dried","Dried Blueberries (Unsweetened)","","","saturatedFat","0.2","","","","missing_usda"
"blueberries-dried","Dried Blueberries (Unsweetened)","","","transFat","0","","","","missing_usda"
"blueberries-dried","Dried Blueberries (Unsweetened)","","","cholesterol","0","","","","missing_usda"
"blueberries-dried","Dried Blueberries (Unsweetened)","","","sodium","3","0","mg","-100","large_delta"
"blueberries-dried","Dried Blueberries (Unsweetened)","","","totalCarbs","80","14.571775","g","-81.78528125","large_delta"
"blueberries-dried","Dried Blueberries (Unsweetened)","","","fiber","5.5","","","","missing_usda"
"blueberries-dried","Dried Blueberries (Unsweetened)","","","sugars","65","9.356","g","-85.60615384615384","large_delta"
"blueberries-dried","Dried Blueberries (Unsweetened)","","","addedSugars","0","","","","missing_usda"
"blueberries-dried","Dried Blueberries (Unsweetened)","","","vitaminD","0","","","","missing_usda"
"blueberries-dried-sweetened","Dried Blueberries (Sweetened)","","","calories","317","","","","missing_usda"
"blueberries-dried-sweetened","Dried Blueberries (Sweetened)","","","totalFat","2.7","0.3063","g","-88.65555555555554","large_delta"
"blueberries-dried-sweetened","Dried Blueberries (Sweetened)","","","saturatedFat","0.2","","","","missing_usda"
"blueberries-dried-sweetened","Dried Blueberries (Sweetened)","","","transFat","0","","","","missing_usda"
"blueberries-dried-sweetened","Dried Blueberries (Sweetened)","","","cholesterol","0","","","","missing_usda"
"blueberries-dried-sweetened","Dried Blueberries (Sweetened)","","","sodium","3","0","mg","-100","large_delta"
"blueberries-dried-sweetened","Dried Blueberries (Sweetened)","","","totalCarbs","80","14.571775","g","-81.78528125","large_delta"
"blueberries-dried-sweetened","Dried Blueberries (Sweetened)","","","fiber","5.5","","","","missing_usda"
"blueberries-dried-sweetened","Dried Blueberries (Sweetened)","","","sugars","65","9.356","g","-85.60615384615384","large_delta"
"blueberries-dried-sweetened","Dried Blueberries (Sweetened)","","","addedSugars","25","","","","missing_usda"
"blueberries-dried-sweetened","Dried Blueberries (Sweetened)","","","vitaminD","0","","","","missing_usda"
"black-raisins","Black Raisins (Kala Manuka)","","","calories","299","","","","missing_usda"
"black-raisins","Black Raisins (Kala Manuka)","","","totalFat","0.5","","","","missing_usda"
"black-raisins","Black Raisins (Kala Manuka)","","","saturatedFat","0.1","","","","missing_usda"
"black-raisins","Black Raisins (Kala Manuka)","","","transFat","0","","","","missing_usda"
"black-raisins","Black Raisins (Kala Manuka)","","","cholesterol","0","","","","missing_usda"
"black-raisins","Black Raisins (Kala Manuka)","","","totalCarbs","79","","","","missing_usda"
"black-raisins","Black Raisins (Kala Manuka)","","","addedSugars","0","","","","missing_usda"
"black-raisins","Black Raisins (Kala Manuka)","","","protein","3.1","","","","missing_usda"
"black-raisins","Black Raisins (Kala Manuka)","","","vitaminD","0","","","","missing_usda"
"turmeric-powder","Turmeric Powder (Haldi)","","","sugars","3.2","","","","missing_usda"
"turmeric-powder","Turmeric Powder (Haldi)","","","addedSugars","0","","","","missing_usda"
"cinnamon-powder","Cinnamon Powder (Dalchini)","","","totalFat","1.2","5.29","g","340.8333333333333","large_delta"
"cinnamon-powder","Cinnamon Powder (Dalchini)","","","saturatedFat","0.3","0","g","-100","large_delta"
"cinnamon-powder","Cinnamon Powder (Dalchini)","","","sodium","10","388","mg","3779.9999999999995","large_delta"
"cinnamon-powder","Cinnamon Powder (Dalchini)","","","fiber","53","3.5","g","-93.39622641509435","large_delta"
"cinnamon-powder","Cinnamon Powder (Dalchini)","","","sugars","2.2","","","","missing_usda"
"cinnamon-powder","Cinnamon Powder (Dalchini)","","","addedSugars","0","","","","missing_usda"
"cinnamon-powder","Cinnamon Powder (Dalchini)","","","protein","4","7.05","g","76.25","large_delta"
"cinnamon-powder","Cinnamon Powder (Dalchini)","","","calcium","1002","71","mg","-92.91417165668663","large_delta"
"cinnamon-powder","Cinnamon Powder (Dalchini)","","","potassium","431","74","mg","-82.830626450116","large_delta"
"cardamom-powder","Cardamom Powder (Elaichi)","","","sugars","0","","","","missing_usda"
"cardamom-powder","Cardamom Powder (Elaichi)","","","addedSugars","0","","","","missing_usda"
"ginger-powder","Dried Ginger Powder (Sonth)","","","calories","335","80","kcal","-76.11940298507463","large_delta"
"ginger-powder","Dried Ginger Powder (Sonth)","","","totalFat","4.2","0.75","g","-82.14285714285714","large_delta"
"ginger-powder","Dried Ginger Powder (Sonth)","","","saturatedFat","1.3","0.203","g","-84.38461538461539","large_delta"
"ginger-powder","Dried Ginger Powder (Sonth)","","","totalCarbs","71","17.77","g","-74.9718309859155","large_delta"
"ginger-powder","Dried Ginger Powder (Sonth)","","","fiber","14","2","g","-85.71428571428571","large_delta"
"ginger-powder","Dried Ginger Powder (Sonth)","","","sugars","3.4","","","","missing_usda"
"ginger-powder","Dried Ginger Powder (Sonth)","","","addedSugars","0","","","","missing_usda"
"ginger-powder","Dried Ginger Powder (Sonth)","","","protein","9","1.82","g","-79.77777777777777","large_delta"
"ginger-powder","Dried Ginger Powder (Sonth)","","","calcium","114","16","mg","-85.96491228070175","large_delta"
"ginger-powder","Dried Ginger Powder (Sonth)","","","iron","19.8","0.6","mg","-96.96969696969695","large_delta"
"garlic","Fresh Garlic (Lehsun)","","","saturatedFat","0.1","","","","missing_usda"
"garlic","Fresh Garlic (Lehsun)","","","transFat","0","","","","missing_usda"
"garlic","Fresh Garlic (Lehsun)","","","cholesterol","0","","","","missing_usda"
"garlic","Fresh Garlic (Lehsun)","","","sodium","17","","","","missing_usda"
"garlic","Fresh Garlic (Lehsun)","","","sugars","1","","","","missing_usda"
"garlic","Fresh Garlic (Lehsun)","","","addedSugars","0","","","","missing_usda"
"garlic","Fresh Garlic (Lehsun)","","","vitaminD","0","","","","missing_usda"
"garlic","Fresh Garlic (Lehsun)","","","calcium","181","","","","missing_usda"
"garlic","Fresh Garlic (Lehsun)","","","iron","1.7","","","","missing_usda"
"garlic","Fresh Garlic (Lehsun)","","","potassium","401","","","","missing_usda"
"green-chillies","Green Chillies (Hari Mirch)","","","calories","40","","","","missing_usda"
"green-chillies","Green Chillies (Hari Mirch)","","","saturatedFat","0.1","","","","missing_usda"
"green-chillies","Green Chillies (Hari Mirch)","","","transFat","0","","","","missing_usda"
"green-chillies","Green Chillies (Hari Mirch)","","","cholesterol","0","","","","missing_usda"
"green-chillies","Green Chillies (Hari Mirch)","","","sodium","9","2.46","mg","-72.66666666666667","large_delta"
"green-chillies","Green Chillies (Hari Mirch)","","","sugars","5.3","","","","missing_usda"
"green-chillies","Green Chillies (Hari Mirch)","","","addedSugars","0","","","","missing_usda"
"green-chillies","Green Chillies (Hari Mirch)","","","vitaminD","0","","","","missing_usda"
"onion","Yellow Onion (Pyaz)","","","saturatedFat","0","","","","missing_usda"
"onion","Yellow Onion (Pyaz)","","","transFat","0","","","","missing_usda"
"onion","Yellow Onion (Pyaz)","","","cholesterol","0","","","","missing_usda"
"onion","Yellow Onion (Pyaz)","","","sodium","4","1","mg","-75","large_delta"
"onion","Yellow Onion (Pyaz)","","","addedSugars","0","","","","missing_usda"
"onion","Yellow Onion (Pyaz)","","","vitaminD","0","","","","missing_usda"
"tomato","Fresh Tomatoes","","","sodium","5","115","mg","2200","large_delta"
"tomato","Fresh Tomatoes","","","sugars","2.6","","","","missing_usda"
"tomato","Fresh Tomatoes","","","addedSugars","0","","","","missing_usda"
"tomato","Fresh Tomatoes","","","calcium","10","33","mg","229.99999999999997","large_delta"
"tomato","Fresh Tomatoes","","","iron","0.3","0.57","mg","89.99999999999999","large_delta"
"curry-leaves","Fresh Curry Leaves (Kadi Patta)","","","calories","108","325","kcal","200.9259259259259","large_delta"
"curry-leaves","Fresh Curry Leaves (Kadi Patta)","","","totalFat","1","14.01","g","1301","large_delta"
"curry-leaves","Fresh Curry Leaves (Kadi Patta)","","","saturatedFat","0.1","1.648","g","1547.9999999999998","large_delta"
"curry-leaves","Fresh Curry Leaves (Kadi Patta)","","","sodium","4","52","mg","1200","large_delta"
"curry-leaves","Fresh Curry Leaves (Kadi Patta)","","","totalCarbs","18.7","55.83","g","198.5561497326203","large_delta"
"curry-leaves","Fresh Curry Leaves (Kadi Patta)","","","fiber","6.4","53.2","g","731.25","large_delta"
"curry-leaves","Fresh Curry Leaves (Kadi Patta)","","","sugars","0","","","","missing_usda"
"curry-leaves","Fresh Curry Leaves (Kadi Patta)","","","addedSugars","0","","","","missing_usda"
"curry-leaves","Fresh Curry Leaves (Kadi Patta)","","","protein","6.1","14.29","g","134.2622950819672","large_delta"
"curry-leaves","Fresh Curry Leaves (Kadi Patta)","","","iron","3.1","19.1","mg","516.1290322580645","large_delta"
"curry-leaves","Fresh Curry Leaves (Kadi Patta)","","","potassium","290","1170","mg","303.44827586206895","large_delta"
"fine-sev","Fine Sev (Namkeen)","","","calories","463","","","","missing_usda"
"fine-sev","Fine Sev (Namkeen)","","","totalFat","26","1.838","g","-92.93076923076923","large_delta"
"fine-sev","Fine Sev (Namkeen)","","","saturatedFat","9","","","","missing_usda"
"fine-sev","Fine Sev (Namkeen)","","","transFat","0","","","","missing_usda"
"fine-sev","Fine Sev (Namkeen)","","","cholesterol","0","","","","missing_usda"
"fine-sev","Fine Sev (Namkeen)","","","sodium","1350","0.4263","mg","-99.96842222222222","large_delta|sodium_shift"
"fine-sev","Fine Sev (Namkeen)","","","sugars","3","","","","missing_usda"
"fine-sev","Fine Sev (Namkeen)","","","addedSugars","1","","","","missing_usda"
"fine-sev","Fine Sev (Namkeen)","","","vitaminD","0","","","","missing_usda"
"garden-sev","Garden Sev (Commercial)","","","calories","463","32","kcal","-93.08855291576674","large_delta|calorie_drop"
"garden-sev","Garden Sev (Commercial)","","","totalFat","26","0.7","g","-97.3076923076923","large_delta"
"garden-sev","Garden Sev (Commercial)","","","saturatedFat","9","0.023","g","-99.74444444444444","large_delta"
"garden-sev","Garden Sev (Commercial)","","","sodium","1350","14","mg","-98.96296296296296","large_delta|sodium_shift"
"garden-sev","Garden Sev (Commercial)","","","totalCarbs","50","5.5","g","-89","large_delta"
"garden-sev","Garden Sev (Commercial)","","","fiber","6","1.1","g","-81.66666666666667","large_delta"
"garden-sev","Garden Sev (Commercial)","","","sugars","3","","","","missing_usda"
"garden-sev","Garden Sev (Commercial)","","","addedSugars","1","","","","missing_usda"
"garden-sev","Garden Sev (Commercial)","","","protein","14","2.6","g","-81.42857142857143","large_delta"
"garden-sev","Garden Sev (Commercial)","","","calcium","38","81","mg","113.1578947368421","large_delta"
"garden-sev","Garden Sev (Commercial)","","","potassium","290","606","mg","108.9655172413793","large_delta"
"whole-wheat-flour","Whole Wheat Flour","","","saturatedFat","0.4","","","","missing_usda"
"whole-wheat-flour","Whole Wheat Flour","","","transFat","0","","","","missing_usda"
"whole-wheat-flour","Whole Wheat Flour","","","cholesterol","0","","","","missing_usda"
"whole-wheat-flour","Whole Wheat Flour","","","sugars","0.4","","","","missing_usda"
"whole-wheat-flour","Whole Wheat Flour","","","addedSugars","0","","","","missing_usda"
"whole-wheat-flour","Whole Wheat Flour","","","vitaminD","0","","","","missing_usda"
"all-purpose-flour","All-Purpose Flour (Maida)","","","saturatedFat","0.2","","","","missing_usda"
"all-purpose-flour","All-Purpose Flour (Maida)","","","transFat","0","","","","missing_usda"
"all-purpose-flour","All-Purpose Flour (Maida)","","","cholesterol","0","","","","missing_usda"
"all-purpose-flour","All-Purpose Flour (Maida)","","","fiber","2.7","","","","missing_usda"
"all-purpose-flour","All-Purpose Flour (Maida)","","","sugars","0.3","","","","missing_usda"
"all-purpose-flour","All-Purpose Flour (Maida)","","","addedSugars","0","","","","missing_usda"
"all-purpose-flour","All-Purpose Flour (Maida)","","","vitaminD","0","","","","missing_usda"
"almond-flour","Almond Flour","","","calories","579","","","","missing_usda"
"almond-flour","Almond Flour","","","saturatedFat","3.8","","","","missing_usda"
"almond-flour","Almond Flour","","","transFat","0","","","","missing_usda"
"almond-flour","Almond Flour","","","cholesterol","0","","","","missing_usda"
"almond-flour","Almond Flour","","","sugars","4.4","","","","missing_usda"
"almond-flour","Almond Flour","","","addedSugars","0","","","","missing_usda"
"almond-flour","Almond Flour","","","vitaminD","0","","","","missing_usda"
"coconut-flour","Coconut Flour","","","calories","400","","","","missing_usda"
"coconut-flour","Coconut Flour","","","transFat","0","","","","missing_usda"
"coconut-flour","Coconut Flour","","","cholesterol","0","","","","missing_usda"
"coconut-flour","Coconut Flour","","","sugars","20","","","","missing_usda"
"coconut-flour","Coconut Flour","","","addedSugars","0","","","","missing_usda"
"coconut-flour","Coconut Flour","","","vitaminD","0","","","","missing_usda"
"coconut-flour","Coconut Flour","","","iron","3.9","8.018","mg","105.5897435897436","large_delta"
"coconut-flour","Coconut Flour","","","potassium","1000","2088","mg","108.80000000000001","large_delta"
"besan-chickpea-flour","Besan (Chickpea Flour)","","","sugars","11","","","","missing_usda"
"besan-chickpea-flour","Besan (Chickpea Flour)","","","addedSugars","0","","","","missing_usda"
"peanut-butter","Peanut Butter (Natural)","","","calories","588","","","","missing_usda"
"peanut-butter","Peanut Butter (Natural)","","","transFat","0","","","","missing_usda"
"peanut-butter","Peanut Butter (Natural)","","","cholesterol","0","","","","missing_usda"
"peanut-butter","Peanut Butter (Natural)","","","sodium","17","220.7","mg","1198.235294117647","large_delta"
"peanut-butter","Peanut Butter (Natural)","","","sugars","2.4","","","","missing_usda"
"peanut-butter","Peanut Butter (Natural)","","","addedSugars","0","","","","missing_usda"
"peanut-butter","Peanut Butter (Natural)","","","vitaminD","0","","","","missing_usda"
"almond-butter","Almond Butter","","","calories","614","","","","missing_usda"
"almond-butter","Almond Butter","","","transFat","0","","","","missing_usda"
"almond-butter","Almond Butter","","","cholesterol","0","","","","missing_usda"
"almond-butter","Almond Butter","","","sodium","7","0.9963","mg","-85.76714285714286","large_delta"
"almond-butter","Almond Butter","","","sugars","4.4","","","","missing_usda"
"almond-butter","Almond Butter","","","addedSugars","0","","","","missing_usda"
"almond-butter","Almond Butter","","","vitaminD","0","","","","missing_usda"
"rice-crisps","Rice Crisps (Puffed Rice)","","","totalFat","1","3.85","g","285","large_delta"
"rice-crisps","Rice Crisps (Puffed Rice)","","","saturatedFat","0.2","","","","missing_usda"
"rice-crisps","Rice Crisps (Puffed Rice)","","","transFat","0","","","","missing_usda"
"rice-crisps","Rice Crisps (Puffed Rice)","","","cholesterol","0","","","","missing_usda"
"rice-crisps","Rice Crisps (Puffed Rice)","","","fiber","2","","","","missing_usda"
"rice-crisps","Rice Crisps (Puffed Rice)","","","sugars","0.3","","","","missing_usda"
"rice-crisps","Rice Crisps (Puffed Rice)","","","addedSugars","0","","","","missing_usda"
"rice-crisps","Rice Crisps (Puffed Rice)","","","vitaminD","0","","","","missing_usda"
"rice-crisps","Rice Crisps (Puffed Rice)","","","iron","0.8","1.5","mg","87.49999999999999","large_delta"
"rice-crisps","Rice Crisps (Puffed Rice)","","","potassium","95","265","mg","178.94736842105263","large_delta"
"dried-blueberry","Dried Blueberries (Unsweetened)","","","calories","317","","","","missing_usda"
"dried-blueberry","Dried Blueberries (Unsweetened)","","","totalFat","2.7","0.3063","g","-88.65555555555554","large_delta"
"dried-blueberry","Dried Blueberries (Unsweetened)","","","saturatedFat","0.2","","","","missing_usda"
"dried-blueberry","Dried Blueberries (Unsweetened)","","","transFat","0","","","","missing_usda"
"dried-blueberry","Dried Blueberries (Unsweetened)","","","cholesterol","0","","","","missing_usda"
"dried-blueberry","Dried Blueberries (Unsweetened)","","","sodium","3","0","mg","-100","large_delta"
"dried-blueberry","Dried Blueberries (Unsweetened)","","","totalCarbs","80","14.571775","g","-81.78528125","large_delta"
"dried-blueberry","Dried Blueberries (Unsweetened)","","","fiber","5.5","","","","missing_usda"
"dried-blueberry","Dried Blueberries (Unsweetened)","","","sugars","65","9.356","g","-85.60615384615384","large_delta"
"dried-blueberry","Dried Blueberries (Unsweetened)","","","addedSugars","0","","","","missing_usda"
"dried-blueberry","Dried Blueberries (Unsweetened)","","","vitaminD","0","","","","missing_usda"
"dried-blueberry-sweetened","Dried Blueberries (Sweetened)","","","calories","317","","","","missing_usda"
"dried-blueberry-sweetened","Dried Blueberries (Sweetened)","","","totalFat","2.7","0.3063","g","-88.65555555555554","large_delta"
"dried-blueberry-sweetened","Dried Blueberries (Sweetened)","","","saturatedFat","0.2","","","","missing_usda"
"dried-blueberry-sweetened","Dried Blueberries (Sweetened)","","","transFat","0","","","","missing_usda"
"dried-blueberry-sweetened","Dried Blueberries (Sweetened)","","","cholesterol","0","","","","missing_usda"
"dried-blueberry-sweetened","Dried Blueberries (Sweetened)","","","sodium","3","0","mg","-100","large_delta"
"dried-blueberry-sweetened","Dried Blueberries (Sweetened)","","","totalCarbs","80","14.571775","g","-81.78528125","large_delta"
"dried-blueberry-sweetened","Dried Blueberries (Sweetened)","","","fiber","5.5","","","","missing_usda"
"dried-blueberry-sweetened","Dried Blueberries (Sweetened)","","","sugars","65","9.356","g","-85.60615384615384","large_delta"
"dried-blueberry-sweetened","Dried Blueberries (Sweetened)","","","addedSugars","25","","","","missing_usda"
"dried-blueberry-sweetened","Dried Blueberries (Sweetened)","","","vitaminD","0","","","","missing_usda"
"orange-juice","Orange Juice (Fresh)","","","calories","45","","","","missing_usda"
"orange-juice","Orange Juice (Fresh)","","","saturatedFat","0","","","","missing_usda"
"orange-juice","Orange Juice (Fresh)","","","transFat","0","","","","missing_usda"
"orange-juice","Orange Juice (Fresh)","","","cholesterol","0","","","","missing_usda"
"orange-juice","Orange Juice (Fresh)","","","sodium","1","5.231","mg","423.09999999999997","large_delta"
"orange-juice","Orange Juice (Fresh)","","","fiber","0.2","","","","missing_usda"
"orange-juice","Orange Juice (Fresh)","","","addedSugars","0","","","","missing_usda"
"orange-juice","Orange Juice (Fresh)","","","vitaminD","0","","","","missing_usda"
"instant-coffee","Instant Coffee (Powder)","","","calories","94","3","kcal","-96.80851063829788","large_delta"
"instant-coffee","Instant Coffee (Powder)","","","totalFat","0.5","0","g","-100","large_delta"
"instant-coffee","Instant Coffee (Powder)","","","saturatedFat","0.2","0.001","g","-99.5","large_delta"
"instant-coffee","Instant Coffee (Powder)","","","sodium","76","7","mg","-90.78947368421053","large_delta"
"instant-coffee","Instant Coffee (Powder)","","","totalCarbs","17","0.75","g","-95.58823529411765","large_delta"
"instant-coffee","Instant Coffee (Powder)","","","sugars","0","","","","missing_usda"
"instant-coffee","Instant Coffee (Powder)","","","addedSugars","0","","","","missing_usda"
"instant-coffee","Instant Coffee (Powder)","","","protein","12","0.09","g","-99.25","large_delta"
"instant-coffee","Instant Coffee (Powder)","","","vitaminD","0","","","","missing_usda"
"instant-coffee","Instant Coffee (Powder)","","","calcium","141","4","mg","-97.16312056737588","large_delta"
"instant-coffee","Instant Coffee (Powder)","","","iron","4.4","0.05","mg","-98.86363636363636","large_delta"
"instant-coffee","Instant Coffee (Powder)","","","potassium","3535","35","mg","-99.00990099009901","large_delta"
"salt","Salt","","","calories","0","","","","missing_usda"
"salt","Salt","","","totalFat","0","","","","missing_usda"
"salt","Salt","","","saturatedFat","0","","","","missing_usda"
"salt","Salt","","","transFat","0","","","","missing_usda"
"salt","Salt","","","cholesterol","0","","","","missing_usda"
"salt","Salt","","","totalCarbs","0","","","","missing_usda"
"salt","Salt","","","fiber","0","","","","missing_usda"
"salt","Salt","","","sugars","0","","","","missing_usda"
"salt","Salt","","","addedSugars","0","","","","missing_usda"
"salt","Salt","","","protein","0","","","","missing_usda"
"salt","Salt","","","vitaminD","0","","","","missing_usda"
"salt","Salt","","","calcium","24","50","mg","108.33333333333333","large_delta"
"salt","Salt","","","iron","0.3","0","mg","-100","large_delta"
"salt","Salt","","","potassium","8","2","mg","-75","large_delta"
"baking-soda","Baking Soda","","","transFat","0","","","","missing_usda"
"baking-soda","Baking Soda","","","sugars","0","","","","missing_usda"
"baking-soda","Baking Soda","","","addedSugars","0","","","","missing_usda"
"lemon-juice","Lemon Juice","","","sugars","1.5","","","","missing_usda"
"lemon-juice","Lemon Juice","","","addedSugars","0","","","","missing_usda"
